alpha_p, beta_p, d, k0, k1, nlabel, ntrace, nchain, nskip, Ntrain, Ntest, Nfold, a, supervised, unsupervised, supervised_1, supervised_2, supervised_3, supervised_4, supervised_5, unsupervised_1, unsupervised_2, unsupervised_3, unsupervised_4, unsupervised_5
0.5,0.5,80,2,5,28,1000,2,2,500,100,5,0.48554441734872544,0.27,0.02,0.22,0.19,0.28,0.22,0.27,0.05,0.02,0.06,0.03,0.05
0.5,0.5,80,2,5,28,1000,2,2,500,100,5,1.4675377734373556,0.32,0.02,0.23,0.32,0.24,0.17,0.24,0.06,0.04,0.05,0.02,0.06
0.5,0.5,80,2,5,30,1000,2,2,500,100,5,5.808032746868397,0.04,0.05,0.05,0.02,0.02,0.03,0.04,0.02,0.03,0.01,0.05,0.04
0.5,0.5,80,2,5,30,1000,2,2,500,100,5,0.5176190748850497,0.19,0.02,0.23,0.22,0.19,0.22,0.18,0.05,0.06,0.07,0.06,0.06
0.5,0.5,80,2,5,32,1000,2,2,500,100,5,9.630694019546354,0.06,0.04,0.02,0.02,0.06,0.06,0.05,0.02,0.02,0.03,0.05,0.02
0.5,0.5,80,2,5,32,1000,2,2,500,100,5,6.561339626080417,0.73,0.07,0.67,0.65,0.75,0.7,0.64,0.02,0.02,0.04,0.04,0.03
0.5,0.5,80,2,5,34,1000,2,2,500,100,5,28.093344598846862,0.65,0.06,0.6,0.7,0.75,0.69,0.64,0.03,0.01,0.04,0.02,0.02
0.5,0.5,80,2,5,34,1000,2,2,500,100,5,5.7911095177797165,0.1,0.03,0.13,0.11,0.05,0.08,0.15,0.05,0.04,0.05,0.04,0.0
0.5,0.5,80,2,5,36,1000,2,2,500,100,5,7.481163162478364,0.11,0.01,0.07,0.12,0.1,0.15,0.11,0.04,0.05,0.02,0.02,0.01
0.5,0.5,100,2,5,2,1000,2,2,500,100,5,13.121127861586825,0.67,0.57,0.57,0.63,0.65,0.68,0.58,0.53,0.62,0.43,0.6,0.51
0.5,0.5,100,2,5,2,1000,2,2,500,100,5,16.095527453423973,0.88,0.85,0.81,0.82,0.81,0.82,0.86,0.73,0.76,0.78,0.76,0.73
0.5,0.5,100,2,5,4,1000,2,2,500,100,5,10.21323003431136,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.95,0.97,0.99,0.99
0.5,0.5,100,2,5,4,1000,2,2,500,100,5,21.79339917233907,0.47,0.27,0.5,0.53,0.44,0.43,0.42,0.21,0.18,0.25,0.21,0.19
0.5,0.5,100,2,5,6,1000,2,2,500,100,5,18.777811090427413,0.93,0.83,0.89,0.96,0.91,0.89,0.91,0.78,0.84,0.91,0.78,0.89
0.5,0.5,100,2,5,6,1000,2,2,500,100,5,3.693672953249823,0.29,0.19,0.26,0.23,0.19,0.25,0.22,0.13,0.15,0.16,0.16,0.23
0.5,0.5,100,2,5,8,1000,2,2,500,100,5,3.3436431110964797,0.29,0.13,0.23,0.26,0.27,0.24,0.25,0.1,0.11,0.15,0.16,0.17
0.5,0.5,100,2,5,8,1000,2,2,500,100,5,5.542610637227394,0.58,0.22,0.51,0.45,0.56,0.56,0.47,0.23,0.13,0.16,0.15,0.21
0.5,0.5,100,2,5,10,1000,2,2,500,100,5,11.042220440958154,0.13,0.13,0.11,0.18,0.16,0.14,0.12,0.09,0.09,0.05,0.11,0.08
0.5,0.5,100,2,5,10,1000,2,2,500,100,5,11.8076595443753,0.65,0.31,0.63,0.6,0.57,0.68,0.69,0.22,0.26,0.19,0.32,0.31
0.5,0.5,100,2,5,12,1000,2,2,500,100,5,6.272011984402084,0.73,0.17,0.67,0.72,0.75,0.64,0.75,0.05,0.11,0.08,0.11,0.08
0.5,0.5,100,2,5,12,1000,2,2,500,100,5,6.239934711874243,0.77,0.39,0.81,0.81,0.8,0.8,0.72,0.17,0.23,0.12,0.17,0.26
0.5,0.5,100,2,5,14,1000,2,2,500,100,5,11.255393969116694,0.84,0.52,0.89,0.91,0.83,0.91,0.87,0.08,0.57,0.15,0.3,0.22
0.5,0.5,100,2,5,14,1000,2,2,500,100,5,15.369662941136156,0.31,0.06,0.37,0.37,0.44,0.38,0.37,0.12,0.11,0.09,0.08,0.11
0.5,0.5,100,2,5,16,1000,2,2,500,100,5,4.332093075311049,0.72,0.08,0.72,0.76,0.7,0.61,0.7,0.11,0.11,0.1,0.1,0.03
0.5,0.5,100,2,5,16,1000,2,2,500,100,5,20.031232259676113,0.24,0.07,0.27,0.26,0.29,0.29,0.33,0.04,0.07,0.07,0.06,0.03
0.5,0.5,100,2,5,18,1000,2,2,500,100,5,10.994019197662281,0.4,0.09,0.28,0.26,0.3,0.27,0.33,0.05,0.04,0.03,0.03,0.04
0.5,0.5,100,2,5,18,1000,2,2,500,100,5,4.149506213850151,0.44,0.07,0.37,0.39,0.44,0.43,0.48,0.05,0.06,0.03,0.04,0.03
0.5,0.5,100,2,5,20,1000,2,2,500,100,5,17.76957502859334,0.33,0.05,0.25,0.33,0.31,0.27,0.28,0.01,0.05,0.04,0.06,0.05
0.5,0.5,100,2,5,20,1000,2,2,500,100,5,2.9989395867767095,0.72,0.08,0.72,0.75,0.71,0.68,0.74,0.08,0.07,0.07,0.06,0.06
0.5,0.5,100,2,5,22,1000,2,2,500,100,5,21.778678808890277,0.06,0.03,0.07,0.05,0.1,0.08,0.06,0.05,0.04,0.03,0.03,0.02
0.5,0.5,100,2,5,22,1000,2,2,500,100,5,0.45290214643292004,0.34,0.02,0.35,0.33,0.37,0.4,0.35,0.04,0.05,0.01,0.08,0.07
0.5,0.5,100,2,5,24,1000,2,2,500,100,5,9.914776071314328,0.75,0.04,0.72,0.78,0.65,0.77,0.7,0.05,0.01,0.04,0.05,0.04
0.5,0.5,100,2,5,24,1000,2,2,500,100,5,12.105469186190572,0.19,0.08,0.16,0.13,0.19,0.13,0.18,0.04,0.03,0.04,0.03,0.03
0.5,0.5,100,2,5,26,1000,2,2,500,100,5,25.02432956419261,0.11,0.02,0.18,0.22,0.15,0.18,0.19,0.04,0.06,0.05,0.04,0.03
0.5,0.5,100,2,5,26,1000,2,2,500,100,5,3.040714656599059,0.23,0.03,0.28,0.28,0.34,0.21,0.22,0.04,0.05,0.05,0.04,0.03
0.5,0.5,100,2,5,28,1000,2,2,500,100,5,23.91936143167936,0.05,0.05,0.04,0.12,0.05,0.11,0.09,0.01,0.06,0.02,0.0,0.05
0.5,0.5,100,2,5,28,1000,2,2,500,100,5,21.74725295034472,0.22,0.02,0.28,0.24,0.23,0.27,0.16,0.04,0.02,0.05,0.04,0.02
0.5,0.5,100,2,5,30,1000,2,2,500,100,5,5.177128469107198,0.05,0.01,0.0,0.02,0.03,0.02,0.03,0.01,0.01,0.01,0.03,0.02
0.5,0.5,100,2,5,30,1000,2,2,500,100,5,3.4655154058118836,0.69,0.01,0.62,0.56,0.6,0.57,0.63,0.02,0.02,0.02,0.06,0.03
0.5,0.5,100,2,5,32,1000,2,2,500,100,5,3.6199435223781458,0.11,0.03,0.16,0.11,0.14,0.11,0.1,0.04,0.03,0.04,0.05,0.04
0.5,0.5,100,2,5,32,1000,2,2,500,100,5,0.8075112986391999,0.06,0.01,0.01,0.0,0.05,0.06,0.04,0.07,0.02,0.07,0.02,0.07
0.5,0.5,100,2,5,34,1000,2,2,500,100,5,3.753782774970402,0.44,0.04,0.3,0.37,0.32,0.4,0.35,0.04,0.01,0.02,0.03,0.01
0.5,0.5,100,2,5,34,1000,2,2,500,100,5,7.9527603738426835,0.94,0.09,0.87,0.87,0.86,0.88,0.86,0.01,0.02,0.02,0.01,0.01
0.5,0.5,100,2,5,36,1000,2,2,500,100,5,6.250303526522522,0.32,0.04,0.32,0.28,0.29,0.34,0.31,0.0,0.03,0.02,0.03,0.0
0.5,0.5,100,2,5,36,1000,2,2,500,100,5,7.63092323238549,0.21,0.02,0.19,0.24,0.19,0.2,0.13,0.02,0.01,0.01,0.02,0.01
0.5,0.5,100,2,5,38,1000,2,2,500,100,5,6.124214934044004,0.03,0.01,0.01,0.01,0.0,0.03,0.04,0.03,0.04,0.03,0.07,0.03
0.5,0.5,100,2,5,38,1000,2,2,500,100,5,8.665712528108688,0.12,0.02,0.1,0.08,0.08,0.14,0.08,0.02,0.03,0.01,0.03,0.01
0.5,0.5,100,2,5,40,1000,2,2,500,100,5,5.0805287019792384,0.06,0.01,0.11,0.09,0.07,0.02,0.1,0.0,0.04,0.03,0.02,0.02
0.5,0.5,100,2,5,40,1000,2,2,500,100,5,4.391631093109246,0.48,0.03,0.43,0.4,0.47,0.45,0.47,0.04,0.03,0.03,0.04,0.07
0.5,0.5,100,2,5,42,1000,2,2,500,100,5,6.58424697687088,0.42,0.05,0.39,0.39,0.31,0.35,0.44,0.02,0.01,0.04,0.02,0.02
0.5,0.5,100,2,5,42,1000,2,2,500,100,5,21.26245443470216,0.03,0.03,0.02,0.05,0.02,0.04,0.02,0.02,0.03,0.03,0.03,0.02
0.5,0.5,100,2,5,44,1000,2,2,500,100,5,1.6922809424013514,0.53,0.01,0.52,0.56,0.52,0.55,0.39,0.0,0.04,0.04,0.05,0.03
0.5,0.5,100,2,5,44,1000,2,2,500,100,5,8.531449789631452,0.09,0.0,0.05,0.05,0.09,0.09,0.07,0.01,0.02,0.04,0.01,0.0
0.5,0.5,100,2,5,46,1000,2,2,500,100,5,22.03780043729006,0.03,0.03,0.03,0.04,0.02,0.01,0.03,0.01,0.02,0.01,0.02,0.0
0.5,0.5,100,2,5,46,1000,2,2,500,100,5,0.5120186467134382,0.32,0.03,0.32,0.36,0.44,0.25,0.36,0.05,0.05,0.04,0.02,0.01
